year,country,iso_a0,region,cases,RISc,risc_intensity,access_to_electricity_percent_of_population,forest_area_percent_of_land_area,gini_index,individuals_using_the_internet_percent_of_population,life_expectancy_at_birth_total_years,people_using_safely_managed_drinking_water_services_percent_of_population,gdp_per_capita_ppp_constant_2021_international,population_ages_0_14_percent_of_total_population,poverty_headcount_ratio_at_2_15_a_day_2017_ppp_percent_of_population,fixed_broadband_subscriptions_per_100_people,average_precipitation_in_depth_mm_per_year,international_tourism_number_of_arrivals,international_tourism_number_of_departures,multidimensional_poverty_headcount_ratio_world_bank_percent_of_population,urban_population_percent_of_total_population,population_total,land_area_sqkm,temp_anomaly,precip_anomaly,conflict_intensity,type_of_conflict,previous_risc
2012,Lao People's Democratic Republic,LAO,Asia,10146,0.176957917,expected,76.36662775,73.10008666,36,10.74767619,65.355,14.59417819,5617.737883,34.77732889,10.9,0.116245,1834,3330000,2052000,19.2,31.264,6518978,230800,0.463395786,-0.000235687,0,NA,-0.780148787
2013,Lao People's Democratic Republic,LAO,Asia,44250,1.641992276,high,79.28723907,72.95060659,NA,12.5,65.718,15.02148961,5984.106898,34.21081556,NA,0.136507,1834,3779000,2857000,NA,31.872,6611385,230800,0.036225828,0.000279533,0,NA,0.176957917
2014,Lao People's Democratic Republic,LAO,Asia,1922,-1.488227184,low,82.50173187,72.80112652,NA,14.26,66.361,15.44908619,6352.316957,33.63212241,NA,0.240468,1834,4159000,3320000,NA,32.487,6703172,230800,0.146414471,-0.000274605,0,NA,1.641992276
2015,Lao People's Democratic Republic,LAO,Asia,1959,-1.46589145,low,89.7,72.65164645,NA,18.2,66.67,15.87680813,6717.79186,33.12932353,NA,0.213919,1834,4684000,3067000,NA,33.108,6801645,230800,0.593363476,-0.000215872,0,NA,-1.488227184
2016,Lao People's Democratic Republic,LAO,Asia,5636,-0.420872118,expected,89.01155853,72.50216638,NA,21.87,67.167,16.30479083,7081.129437,32.72689544,NA,0.353549,1834,4239000,3059000,NA,33.736,6908802,230800,0.548359267,-0.000153818,0,NA,-1.46589145
2017,Lao People's Democratic Republic,LAO,Asia,11067,0.228168257,expected,93.6,72.35268631,NA,25.51043508,67.434,16.73258156,7453.945835,32.36762454,NA,0.387809,1834,3869000,3049000,NA,34.368,7018147,230800,0.355739943,0.000429452,0,NA,-0.420872118
2018,Lao People's Democratic Republic,LAO,Asia,6446,-0.356430977,expected,92.9,72.20320624,38.8,36.3,67.634,17.16016894,7800.297574,32.0382018,7.1,0.636626,1834,4186000,3207000,10.9,35.004,7128045,230800,0.204949729,0.00084208,0,NA,0.228168257
2019,Lao People's Democratic Republic,LAO,Asia,39091,1.382962032,high,98.3973465,72.05372617,NA,47.03225806,68.138,17.58769597,8103.920093,31.71205897,NA,1.05394,1834,4791000,2690000,NA,35.645,7237636,230800,1.083002122,-0.000999932,0,NA,-0.356430977
2020,Lao People's Democratic Republic,LAO,Asia,7692,-0.319531213,expected,99.31136322,71.9042461,NA,54,68.497,17.68190382,8025.235775,31.37433142,NA,1.67211,1834,886400.0244,707000,NA,36.29,7346533,230800,0.706600062,-0.000586177,0,NA,1.382962032
2021,Lao People's Democratic Republic,LAO,Asia,1340,-2.169404883,low,100,71.75476603,NA,62,NA,17.77669824,8111.056067,31.01673623,NA,2.02269,1834,NA,NA,NA,36.939,7453194,230800,0.3397144,-0.00026246,0,NA,-0.319531213
2022,Lao People's Democratic Republic,LAO,Asia,29064,0.773411109,high,NA,NA,NA,NA,NA,17.87207557,8215.12824,30.64221609,NA,2.4274,NA,NA,NA,NA,37.592,7559007,230800,0.260143312,0.000288766,0,NA,-2.169404883
2023,Lao People's Democratic Republic,LAO,Asia,32084,0.728862287,high,NA,NA,NA,NA,NA,NA,8406.389091,30.26347306,NA,NA,NA,NA,NA,NA,38.247,7664993,NA,0.839082114,-0.000375137,0,NA,0.773411109
1990,Saint Lucia,LCA,Caribbean,2,0.738598229,high,NA,34.86885246,NA,0,70.326,NA,16325.94152,40.1529153,NA,NA,2301,NA,NA,NA,29.349,137857,610,-0.298773252,-0.00037469,0,NA,NA
1991,Saint Lucia,LCA,Caribbean,4,1.093464557,high,NA,34.82622951,NA,0,70.602,NA,16163.84471,39.51486291,NA,NA,2301,NA,NA,NA,29.572,139520,610,-0.454484744,-0.000391397,0,NA,0.738598229
1992,Saint Lucia,LCA,Caribbean,0,-1.086648998,low,NA,34.78360656,NA,0,70.799,NA,17192.90633,38.68358148,NA,NA,2301,NA,NA,NA,29.369,141617,610,-0.382763349,-3.59E-05,0,NA,1.093464557
1993,Saint Lucia,LCA,Caribbean,0,-1.983956973,low,NA,34.74098361,NA,0,71.114,NA,17040.05337,37.68990313,NA,NA,2301,NA,NA,NA,29.167,143726,610,-0.258936686,-0.000207826,0,NA,-1.086648998
1994,Saint Lucia,LCA,Caribbean,0,-2.526460074,low,NA,34.69836066,NA,0,70.992,NA,17086.38585,36.73349429,NA,NA,2301,NA,NA,NA,28.965,145890,610,-0.447377963,-0.00051034,0,NA,-1.983956973
1995,Saint Lucia,LCA,Caribbean,52,2.819104524,high,NA,34.6557377,NA,0.305656686,71.002,NA,17181.17211,35.82784152,NA,NA,2301,407000,NA,NA,28.765,148208,610,-0.036047581,-0.000151352,0,NA,-2.526460074
1996,Saint Lucia,LCA,Caribbean,65,2.79989964,high,NA,34.61311475,NA,0.670465974,70.904,NA,17497.13547,34.96353162,NA,NA,2301,422000,NA,NA,28.565,150436,610,-0.280740701,1.69E-06,0,NA,2.819104524
1997,Saint Lucia,LCA,Caribbean,11,0.786409198,high,NA,34.5704918,NA,0.992168483,70.775,NA,17209.6985,34.12134779,NA,NA,2301,563000,NA,NA,28.366,152569,610,-0.097808801,-0.00047876,0,NA,2.79989964
1998,Saint Lucia,LCA,Caribbean,0,-1.536051652,low,NA,34.52786885,NA,1.304988973,70.69,NA,18128.2042,33.29954416,NA,NA,2301,629000,NA,NA,28.168,154677,610,0.310686466,0.000139848,0,NA,0.786409198
1999,Saint Lucia,LCA,Caribbean,3,-0.694716326,low,NA,34.4852459,NA,1.932105802,70.709,NA,18447.56639,32.54168102,NA,NA,2301,666000,NA,NA,27.971,156702,610,-0.058528863,-0.000206562,0,NA,-1.536051652
2000,Saint Lucia,LCA,Caribbean,0,-1.961429506,low,86.04013824,34.44262295,NA,5.090483341,70.768,NA,18312.60972,31.79968652,NA,NA,2301,727000,NA,NA,27.774,158616,610,-0.367978854,-9.02E-05,0,NA,-0.694716326
2001,Saint Lucia,LCA,Caribbean,292,3.336384479,high,89.9,34.40327869,NA,8.181863954,71.135,NA,17568.00647,30.98226267,NA,NA,2301,747000,NA,NA,27.473,160237,610,-0.151826345,-0.000435988,0,NA,-1.961429506
2002,Saint Lucia,LCA,Caribbean,51,1.399278951,high,87.6542511,34.36393443,NA,14.64183577,71.472,NA,17509.7857,30.13544541,NA,NA,2301,648000,NA,NA,26.329,161641,610,-0.026507341,-0.00033142,0,NA,3.336384479
2003,Saint Lucia,LCA,Caribbean,5,-1.007850618,low,88.45549011,34.32459016,NA,20.98247346,71.771,NA,18116.77043,29.32476318,NA,0.859022,2301,683000,NA,NA,25.216,162976,610,0.041368045,-0.000147758,0,NA,1.399278951
2004,Saint Lucia,LCA,Caribbean,11,-0.49620938,expected,89.26219177,34.2852459,NA,21.39521236,72.028,NA,19292.34818,28.54894392,NA,2.3137,2301,791000,NA,NA,24.133,164239,610,-0.066201332,0.000563537,0,NA,-1.007850618
2005,Saint Lucia,LCA,Caribbean,1,-2.517888702,low,90.08137512,34.24590164,NA,21.56758295,72.245,NA,19079.9417,27.78538626,NA,4.23089,2301,720000,NA,NA,23.085,165450,610,0.284782765,0.001239031,0,NA,-0.49620938
2006,Saint Lucia,LCA,Caribbean,30,0.052841532,expected,90.91981506,34.20655738,NA,24.5,72.465,NA,20130.05349,27.02056533,NA,4.30631,2301,670000,NA,NA,22.068,166639,610,0.085650958,0.000101556,0,NA,-2.517888702
2007,Saint Lucia,LCA,Caribbean,39,0.105871513,expected,91.77909088,34.16721311,NA,27.9,72.599,NA,20342.51238,26.26314784,NA,6.60356,2301,905000,NA,NA,21.084,167758,610,0.086658038,2.73E-05,0,NA,0.052841532
2008,Saint Lucia,LCA,Caribbean,98,0.832792931,high,92.65558624,34.12786885,NA,30,72.698,NA,21215.33826,25.53477363,NA,9.19802,2301,925000,NA,NA,20.131,168808,610,-0.168381336,0.000120695,0,NA,0.105871513
2009,Saint Lucia,LCA,Caribbean,18,-1.022115132,low,93.54547882,34.08852459,NA,31,72.722,NA,20480.0822,24.85097606,NA,10.9414,2301,982000,NA,NA,19.213,169869,610,0.130925851,-0.000385182,0,NA,0.832792931
2010,Saint Lucia,LCA,Caribbean,74,0.222430925,expected,94.2,34.04918033,NA,32.5,72.72,NA,20397.77151,24.06879808,NA,11.9896,2301,984000,NA,NA,18.45,170906,610,0.560260015,0.001193985,0,NA,-1.022115132
2011,Saint Lucia,LCA,Caribbean,757,2.399280804,high,95.35005188,34.04918033,NA,34,72.944,NA,21130.79257,23.21698795,NA,12.4213,2301,950000,NA,NA,18.45,171801,610,0.026772377,0.001030115,0,NA,0.222430925
2012,Saint Lucia,LCA,Caribbean,10,-1.969498854,low,95.34342258,34.04918033,NA,45.865,72.882,NA,20988.44884,22.47262078,NA,14.238,2301,889000,NA,NA,18.45,172587,610,0.172009664,0.000318287,0,NA,2.399280804
2013,Saint Lucia,LCA,Caribbean,234,1.019173124,high,97.16210938,34.04918033,NA,49.4,72.735,NA,20466.66571,21.82453579,NA,14.2494,2301,921000,NA,NA,18.461,173369,610,0.0917354,8.74E-06,0,NA,-1.969498854
2014,Saint Lucia,LCA,Caribbean,167,0.624130914,high,98.06212616,34.04918033,NA,53.2,72.864,NA,20679.71522,21.22726376,NA,16.1935,2301,987000,NA,NA,18.482,174138,610,-0.012414895,-0.000443581,0,NA,1.019173124
2015,Saint Lucia,LCA,Caribbean,25,-1.281078354,low,98.95716095,34.04918033,43.7,57.3,73.138,NA,20604.29624,20.64877607,0.1,16.2523,2301,1031000,NA,0.4,18.515,174905,610,0.173910814,-0.000812758,0,NA,0.624130914
2016,Saint Lucia,LCA,Caribbean,196,0.752701367,high,99.84803772,34.04918033,NA,61.7,73.112,NA,21215.15225,20.11552404,NA,16.958,2301,948000,NA,NA,18.558,175646,610,0.29584332,0.000324654,0,NA,-1.281078354
2017,Saint Lucia,LCA,Caribbean,66,-0.316234262,expected,99.89683533,34.04918033,NA,66.4,73.127,NA,21839.29828,19.66093467,NA,18.049,2301,1064000,NA,NA,18.612,176342,610,0.185609219,0.000122804,0,NA,0.752701367
2018,Saint Lucia,LCA,Caribbean,90,0.031382242,expected,99.9905014,34.04918033,NA,71.5,73.357,NA,22378.17289,19.26830365,NA,18.2271,2301,1165000,NA,NA,18.678,177017,610,-0.113456053,-4.02E-05,0,NA,-0.316234262
2019,Saint Lucia,LCA,Caribbean,20,-1.367097534,low,100,34.04918033,NA,76.98385013,73.445,NA,22145.30792,18.90600195,NA,8.8849,2301,1220000,NA,NA,18.754,177661,610,0.181607283,-0.000473899,0,NA,0.031382242
2020,Saint Lucia,LCA,Caribbean,1318,2.841990404,high,100,34.04918033,NA,77.53773417,73.416,NA,16657.72977,18.57294692,NA,19.9725,2301,432500,NA,NA,18.841,178250,610,0.295634625,-4.92E-05,0,NA,-1.367097534
2021,Saint Lucia,LCA,Caribbean,39,-0.603155671,low,100,34.04918033,NA,78.09560329,NA,NA,18651.8732,18.29375207,NA,10.6754,2301,NA,NA,NA,18.94,178522,610,0.199414449,-0.000538444,0,NA,2.841990404
2022,Saint Lucia,LCA,Caribbean,15,-1.462853275,low,NA,NA,NA,NA,NA,NA,21998.04571,18.0390031,NA,13.5719,NA,NA,NA,NA,19.05,178781,610,-0.062262021,9.28E-05,0,NA,-0.603155671
2023,Saint Lucia,LCA,Caribbean,60,-0.028640507,expected,NA,NA,NA,NA,NA,NA,22650.16745,17.7460874,NA,NA,NA,NA,NA,NA,19.172,179285,NA,0.480450031,0.000132334,0,NA,-1.462853275
1990,Sri Lanka,LKA,Asia,1350,0.677051084,high,NA,37.47934939,32.4,0,71.927,NA,4335.772149,31.97862672,11.6,NA,1712,NA,NA,NA,18.535,16352458,62710,0.015209399,-0.000484557,1,3,NA
1990,Sri Lanka,LKA,Asia,1350,0.677051084,high,NA,37.47934939,32.4,0,71.927,NA,4335.772149,31.97862672,11.6,NA,1712,NA,NA,NA,18.535,16352458,62710,0.015209399,-0.000484557,2,3,0.677051084
1991,Sri Lanka,LKA,Asia,1048,0.366393868,expected,NA,37.18607878,NA,0,71.751,NA,4479.882381,31.51412218,NA,NA,1712,NA,NA,NA,18.52,16475354,62710,-0.013057507,-0.000855424,2,3,0.677051084
1992,Sri Lanka,LKA,Asia,656,-0.178837309,expected,NA,36.89280816,NA,0,72.53,NA,4621.836803,31.03498735,NA,NA,1712,NA,NA,NA,18.504,16739284,62710,-0.253945467,-0.001080454,2,3,0.366393868
1993,Sri Lanka,LKA,Asia,750,-0.14444116,expected,NA,36.59953755,NA,0,73.052,NA,4884.992365,30.50044034,NA,NA,1712,NA,NA,NA,18.489,17025918,62710,-0.17775134,5.34E-06,2,3,-0.178837309
1994,Sri Lanka,LKA,Asia,582,-0.523318779,low,NA,36.30626694,NA,0.002765448,72.882,NA,5105.239637,29.8882357,NA,NA,1712,NA,NA,NA,18.473,17275773,62710,-0.379906135,0.000277187,1,3,-0.14444116
1995,Sri Lanka,LKA,Asia,440,-0.95993478,low,NA,36.01299633,35.4,0.005484436,72.26,NA,5336.897171,29.25848322,11.8,NA,1712,414000,504000,NA,18.458,17564068,62710,-0.088758585,-0.000530777,2,3,-0.523318779
1996,Sri Lanka,LKA,Asia,1298,-0.057821277,expected,NA,35.71972572,NA,0.054464499,72.261,NA,5495.877606,28.6355671,NA,NA,1712,315000,494000,NA,18.442,17905018,62710,-0.253910181,-0.000356559,2,3,-0.95993478
1997,Sri Lanka,LKA,Asia,981,-0.531961512,low,NA,35.42645511,NA,0.162464548,72.136,NA,5807.776111,28.05911501,NA,NA,1712,384000,531000,NA,18.427,18248200,62710,0.017697059,0.000146198,2,3,-0.057821277
1998,Sri Lanka,LKA,Asia,1275,-0.473572235,expected,NA,35.1331845,NA,0.296351104,72.081,NA,6044.064475,27.56714791,NA,NA,1712,409000,518000,NA,18.411,18596003,62710,0.554587883,-0.000620634,2,3,-0.531961512
1999,Sri Lanka,LKA,Asia,1688,-0.400783758,expected,NA,34.83991389,NA,0.348414425,72.618,NA,6266.981511,27.13633012,NA,NA,1712,465000,497000,NA,18.396,18944731,62710,-0.426951684,-0.000123579,2,3,-0.473572235
2000,Sri Lanka,LKA,Asia,3343,0.072558848,expected,70.3423996,34.54664328,NA,0.647410011,70.355,44.69059975,6605.514269,26.7918625,NA,NA,1712,445000,524000,NA,18.38,19293054,62710,-0.451714791,2.56E-05,2,3,-0.400783758
2001,Sri Lanka,LKA,Asia,4304,0.121277197,expected,63.6,34.44649976,NA,0.793821864,70.787,44.82000549,6453.968251,26.52886388,NA,0.00166834,1712,397000,505000,NA,18.365,19600362,62710,-0.098454751,-0.000525431,2,3,0.072558848
2002,Sri Lanka,LKA,Asia,8931,0.658617355,high,80.7,34.34635624,40.2,1.050422706,71.117,44.94892689,6642.98571,26.31833104,11,0.00298903,1712,457000,533000,NA,18.349,19805752,62710,-0.022539096,-0.000133359,0,NA,0.121277197
2003,Sri Lanka,LKA,Asia,4749,-0.156474858,expected,74.97201538,34.24621273,NA,1.458580228,71.373,45.07835542,6967.424695,26.16325911,NA,0.0171265,1712,583000,561000,NA,18.334,19951521,62710,0.010827107,-0.000361481,1,3,0.658617355
2004,Sri Lanka,LKA,Asia,15463,0.835756489,high,76.51680756,34.14606921,NA,1.44615998,67.091,45.20779762,7276.222057,26.03456794,NA,0.101804,1712,681000,680000,NA,18.319,20087605,62710,-0.016771115,-1.61E-05,0,NA,-0.156474858
2005,Sri Lanka,LKA,Asia,5994,-0.312428757,expected,78.07408142,34.04592569,NA,1.792046794,72.118,45.33675343,7658.309012,25.92327304,NA,0.103875,1712,669000,727000,NA,18.303,20216524,62710,0.212960762,-0.00034401,1,3,0.835756489
2006,Sri Lanka,LKA,Asia,11980,0.16494733,expected,82.05,33.94578217,39.7,2.537566129,71.969,45.52626264,8163.889554,25.82758761,5.6,0.112493,1712,689000,757000,NA,18.288,20352411,62710,-0.029418585,0.000398129,2,3,-0.312428757
2007,Sri Lanka,LKA,Asia,7314,-0.554892035,low,80,33.84563865,NA,3.88,72.049,45.71533013,8628.477025,25.73412725,NA,0.308712,1712,592000,862000,NA,18.272,20492545,62710,-0.110767958,-0.000234772,2,3,0.16494733
2008,Sri Lanka,LKA,Asia,6555,-0.898509105,low,82.86255646,33.74549514,NA,NA,71.729,45.90495644,9048.5983,25.65791051,NA,0.494062,1712,526000,966000,NA,18.257,20629378,62710,-0.18253656,0.000851653,2,3,-0.554892035
2009,Sri Lanka,LKA,Asia,35010,0.542973446,high,87.09,33.64535162,36.1,NA,69.187,46.09464219,9278.787064,25.59592342,3.5,0.817096,1712,538000,963000,NA,18.242,20756435,62710,0.171269141,-0.000144286,2,3,-0.898509105
2010,Sri Lanka,LKA,Asia,33988,0.289556749,expected,85.3,33.5452081,NA,NA,73.215,46.28387278,9932.337919,25.51820803,NA,1.09352,1712,766000,1122000,NA,18.226,20879089,62710,0.124625566,0.00117832,0,NA,0.542973446
2011,Sri Lanka,LKA,Asia,27614,-0.123700706,expected,87.76,33.62557806,NA,NA,73.38,46.47367028,10694.49523,25.42334835,NA,1.70879,1712,976000,1239000,NA,18.211,21009048,62710,-0.096708891,0.001533847,0,NA,0.289556749
2012,Sri Lanka,LKA,Asia,43783,0.153485012,expected,87,33.70594801,38.7,NA,73.906,46.66352846,11530.65513,25.33989509,2.6,1.67222,1712,1133000,1269000,3.5,18.196,21169458,62710,0.132580958,-9.62E-05,0,NA,-0.123700706
2013,Sri Lanka,LKA,Asia,30450,-0.330479042,expected,90.2,33.78631797,NA,NA,74.239,46.86227995,11932.77718,25.26120107,NA,1.9868,1712,1415000,1262000,NA,18.198,20585000,62710,-0.030024963,-0.000162218,0,NA,0.153485012
2014,Sri Lanka,LKA,Asia,45535,-0.057253046,expected,92.69762421,33.86668793,NA,10.5,74.651,47.0706,12629.47925,25.15144337,NA,2.63419,1712,1665000,1311000,NA,18.218,20778000,62710,0.01657363,0.001311361,0,NA,-0.330479042
2015,Sri Lanka,LKA,Asia,27702,-0.654490866,low,94.33074951,34.39516585,NA,15.26,74.927,47.28864635,13100.69101,24.9875877,NA,2.88043,1712,1993000,1356000,NA,18.256,20970000,61893,0.080216291,0.001240191,0,NA,-0.057253046
2016,Sri Lanka,LKA,Asia,50954,-0.125428972,expected,97.5,34.34411,39.3,22.19,75.331,47.51605689,13705.71168,24.77004031,1.3,4.0719,1712,2168000,1448000,1.7,18.311,21209000,61893,0.633042855,-0.001069868,0,NA,-0.654490866
2017,Sri Lanka,LKA,Asia,176272,1.056281676,high,97.5,34.29305414,NA,32.25,75.403,47.75351269,14536.02355,24.51636197,NA,5.52576,1712,2248000,1439000,NA,18.384,21453000,61893,0.162057442,-0.000144899,0,NA,-0.125428972
2018,Sri Lanka,LKA,Asia,51320,-0.221287909,expected,99.58557892,34.25804992,NA,46.9,75.748,48.00170885,14759.82498,24.23657516,NA,6.93976,1712,2521000,1476000,NA,18.476,21670000,61864,-0.213500775,0.000521679,0,NA,1.056281676
2019,Sri Lanka,LKA,Asia,96045,0.371290125,expected,99.76135254,34.20671025,37.7,50.68732735,76.008,47.82528978,14637.44438,23.92868314,1,7.43541,1712,2027000,1441000,1.1,18.585,21803000,61864.47,0.320207479,-0.000154241,0,NA,-0.221287909
2020,Sri Lanka,LKA,Asia,32232,-0.752645743,low,99.97409821,34.15809893,NA,36.18473435,76.393,47.5914243,13886.65134,23.58721275,NA,7.89622,1712,540000,305000,NA,18.713,21919000,61860,0.41007221,-0.000535175,0,NA,0.371290125
2021,Sri Lanka,LKA,Asia,36120,-0.689624503,low,100,34.10701584,NA,44.45308724,NA,47.35929945,14316.13649,23.21465687,NA,10.5401,1712,NA,NA,NA,18.86,22156000,61860,0.024195713,0.000614645,0,NA,-0.752645743
2022,Sri Lanka,LKA,Asia,76689,0.005244941,expected,NA,NA,NA,NA,NA,47.12753287,13249.41353,22.81781042,NA,9.6361,NA,NA,NA,NA,19.026,22181000,61860,-0.133628485,0.000205075,0,NA,-0.689624503
2023,Sri Lanka,LKA,Asia,88659,0.0942218,expected,NA,NA,NA,NA,NA,NA,13029.52426,22.41458329,NA,8.76545,NA,NA,NA,NA,19.211,22037000,NA,0.2970804,0.001591164,0,NA,0.005244941
1990,Maldives,MDV,Asia,0,0.004460801,expected,NA,2.733333333,NA,0,63.578,NA,8891.029952,46.80805665,NA,NA,1972,NA,NA,NA,25.84,224762,300,-0.133266502,-0.000814067,0,NA,NA
1991,Maldives,MDV,Asia,0,0.162244066,expected,NA,2.733333333,NA,0,64.304,NA,8739.843983,46.94443248,NA,NA,1972,NA,NA,NA,25.776,231802,300,-0.102826966,8.20E-05,0,NA,0.004460801
1992,Maldives,MDV,Asia,0,-0.471265704,expected,NA,2.733333333,NA,0,65.007,NA,9050.51021,46.96416885,NA,NA,1972,NA,NA,NA,25.713,238543,300,-0.331975831,0.000111466,0,NA,0.162244066
1993,Maldives,MDV,Asia,0,-0.304585127,expected,NA,2.733333333,NA,0,65.739,NA,9292.717428,46.83835986,NA,NA,1972,NA,NA,NA,25.649,244884,300,-0.40945726,0.000674944,0,NA,-0.471265704
1994,Maldives,MDV,Asia,0,-0.403205361,expected,NA,2.733333333,NA,0,66.511,NA,9760.510102,46.52876079,NA,NA,1972,NA,NA,NA,25.586,250822,300,-0.256558471,0.000672141,0,NA,-0.304585127
1995,Maldives,MDV,Asia,0,-0.651035094,low,NA,2.733333333,NA,0,67.476,NA,10771.43169,45.94067573,NA,NA,1972,315000,32000,NA,25.638,256649,300,-0.141874048,0.000150571,0,NA,-0.403205361
1996,Maldives,MDV,Asia,0,-1.403822794,low,NA,2.733333333,NA,0.22693009,68.702,NA,11369.87813,45.07876888,NA,NA,1972,339000,32000,NA,26.008,262347,300,-0.390878571,-0.000585702,0,NA,-0.651035094
1997,Maldives,MDV,Asia,3,-0.649241615,low,NA,2.733333333,NA,0.309444238,69.225,NA,12086.54773,44.04921201,NA,NA,1972,366000,33000,NA,26.379,267707,300,-0.156643762,0.000530427,0,NA,-1.403822794
1998,Maldives,MDV,Asia,1750,4.752097491,high,NA,2.733333333,NA,0.569627464,69.572,NA,12766.71051,42.86877821,NA,NA,1972,396000,37000,NA,26.755,272723,300,0.249521044,-1.42E-05,0,NA,-0.649241615
1999,Maldives,MDV,Asia,118,1.306925949,high,NA,2.733333333,NA,1.119908615,70.088,NA,13344.82538,41.52424751,NA,NA,1972,430000,42000,NA,27.134,277412,300,-0.352311664,-0.000860731,0,NA,4.752097491
2000,Maldives,MDV,Asia,180,1.098421468,high,83.8,2.733333333,NA,2.203872939,70.876,NA,13642.40153,40.05783938,NA,NA,1972,467000,42000,NA,27.706,282019,300,-0.23457453,-0.000423811,0,NA,1.306925949
2001,Maldives,MDV,Asia,73,-0.335829343,expected,87.45767212,2.733333333,NA,3.617290649,72.181,NA,12884.69932,38.5466208,NA,NA,1972,461000,41000,NA,28.859,286767,300,-0.167616738,-0.000290502,0,NA,1.098421468
2002,Maldives,MDV,Asia,27,-1.76494463,low,88.30175018,2.733333333,41.3,5.347765169,73.291,NA,13586.66595,37.04314476,6.6,0.0651542,1972,485000,43000,NA,30.042,291616,300,-0.032903247,0.001219949,0,NA,-0.335829343
2003,Maldives,MDV,Asia,38,-1.852477474,low,89.14427948,2.733333333,NA,5.97659285,74.06,NA,15197.87044,35.55768263,NA,0.169651,1972,564000,44000,NA,31.252,296491,300,0.04035706,0.000145935,0,NA,-1.76494463
2004,Maldives,MDV,Asia,742,0.71559383,high,89.99227905,2.733333333,NA,6.588254875,73.538,NA,15820.54147,34.07968967,NA,0.23788,1972,617000,61000,NA,32.49,301413,300,-0.113322788,0.000185631,0,NA,-1.852477474
2005,Maldives,MDV,Asia,1126,0.791131107,high,90.85275269,2.733333333,NA,6.869605067,74.751,NA,13821.59602,32.62365724,NA,1.06387,1972,395000,77000,NA,33.75,306429,300,0.065299299,-0.000689336,0,NA,0.71559383
2006,Maldives,MDV,Asia,2777,1.391867103,high,91.73247528,2.733333333,NA,11.03635278,75.13,NA,16683.10789,31.07660452,NA,1.99904,1972,602000,74000,NA,34.794,313851,300,-0.10604514,0.001419542,0,NA,0.791131107
2007,Maldives,MDV,Asia,1680,0.631083486,high,92.63304901,2.733333333,NA,16.3,75.686,NA,17281.98551,29.45581098,NA,3.20668,1972,676000,102000,NA,35.2,324479,300,0.093282488,-0.000306916,0,NA,1.391867103
2008,Maldives,MDV,Asia,1824,0.505107671,high,93.55083466,2.733333333,NA,23.2,76.543,NA,18176.58599,27.96638596,NA,4.56882,1972,683000,123000,NA,35.61,336170,300,-0.137791369,-0.000240511,0,NA,0.631083486
2009,Maldives,MDV,Asia,845,-0.424061495,expected,99.9,2.733333333,38.4,24.8,77.069,NA,16112.48019,26.70361595,3.8,4.41605,1972,656000,NA,NA,36.021,348275,300,0.069191244,-0.00032561,0,NA,0.505107671
2010,Maldives,MDV,Asia,1000,-0.377721399,expected,98.99598694,2.733333333,NA,26.53,77.657,NA,16616.93569,25.67769574,NA,4.31079,1972,792000,NA,NA,36.434,360792,300,0.216556178,-0.000432495,0,NA,-0.424061495
